Order_ID,Customer_ID,Customer_Name,Age,Gender,c,Category,Sales,Order_Date
1141,1052,Customer_1141,47,Male,Quetta,Clothing,63753,2022-02-17 12:00:00
1142,2473,Customer_1142,47,Female,Quetta,Furniture,49341,2022-02-17 13:00:00
1143,1204,Customer_1143,29,Male,Islamabad,Clothing,53223,2022-02-17 14:00:00
1144,1125,Customer_1144,27,Female,Lahore,Furniture,20817,2022-02-17 15:00:00
1145,2770,Customer_1145,61,Male,Quetta,Grocery,55508,2022-02-17 16:00:00
1146,1042,Customer_1146,28,Female,Quetta,Grocery,36934,2022-02-17 17:00:00
1147,2775,Customer_1147,32,Female,Lahore,Grocery,46625,2022-02-17 18:00:00
1148,2994,Customer_1148,33,Female,Karachi,Grocery,75949,2022-02-17 19:00:00
1149,2906,Customer_1149,34,Female,Quetta,Grocery,74602,2022-02-17 20:00:00
1150,1110,Customer_1150,43,Male,Karachi,Clothing,1057,2022-02-17 21:00:00
1151,1760,Customer_1151,19,Male,Quetta,Grocery,44883,2022-02-17 22:00:00
1152,2686,Customer_1152,29,Female,Peshawar,Clothing,6540,2022-02-17 23:00:00
1153,2206,Customer_1153,43,Male,Islamabad,Grocery,47152,2022-02-18 00:00:00
1154,1847,Customer_1154,40,Male,Quetta,Electronics,61441,2022-02-18 01:00:00
1155,1094,Customer_1155,35,Male,Peshawar,Grocery,75328,2022-02-18 02:00:00
1156,2994,Customer_1156,49,Female,Lahore,Electronics,26610,2022-02-18 03:00:00
1157,2397,Customer_1157,55,Male,Peshawar,Clothing,5849,2022-02-18 04:00:00
1158,2935,Customer_1158,64,Male,Lahore,Grocery,30874,2022-02-18 05:00:00
1159,2543,Customer_1159,20,Female,Quetta,Furniture,43091,2022-02-18 06:00:00
1160,1899,Customer_1160,55,Male,Lahore,Clothing,557,2022-02-18 07:00:00
1161,1359,Customer_1161,20,Female,Peshawar,Grocery,74539,2022-02-18 08:00:00
1162,1899,Customer_1162,47,Female,Islamabad,Clothing,65078,2022-02-18 09:00:00
1163,2719,Customer_1163,18,Female,Karachi,Furniture,19621,2022-02-18 10:00:00
1164,1280,Customer_1164,47,Male,Karachi,Grocery,5993,2022-02-18 11:00:00
1165,2218,Customer_1165,62,Male,Islamabad,Furniture,68318,2022-02-18 12:00:00
1166,2887,Customer_1166,49,Female,Karachi,Grocery,1931,2022-02-18 13:00:00
1167,2218,Customer_1167,45,Female,Quetta,Electronics,60969,2022-02-18 14:00:00
1168,1666,Customer_1168,38,Female,Quetta,Clothing,62741,2022-02-18 15:00:00
1169,1092,Customer_1169,63,Female,Peshawar,Furniture,45794,2022-02-18 16:00:00
1170,1671,Customer_1170,30,Female,Peshawar,Clothing,11851,2022-02-18 17:00:00
1171,2969,Customer_1171,44,Female,Lahore,Furniture,32983,2022-02-18 18:00:00
1172,1060,Customer_1172,53,Male,Peshawar,Clothing,31695,2022-02-18 19:00:00
1173,1633,Customer_1173,24,Female,Quetta,Clothing,23235,2022-02-18 20:00:00
1174,2074,Customer_1174,39,Female,Peshawar,Clothing,15703,2022-02-18 21:00:00
1175,2426,Customer_1175,27,Female,Karachi,Electronics,4474,2022-02-18 22:00:00
1176,2812,Customer_1176,56,Male,Lahore,Grocery,40213,2022-02-18 23:00:00
1177,2028,Customer_1177,32,Male,Lahore,Electronics,13136,2022-02-19 00:00:00
1178,2489,Customer_1178,32,Male,Quetta,Clothing,35570,2022-02-19 01:00:00
1179,1603,Customer_1179,21,Male,Peshawar,Furniture,29623,2022-02-19 02:00:00
1180,1681,Customer_1180,49,Female,Karachi,Clothing,32312,2022-02-19 03:00:00
1181,2852,Customer_1181,40,Male,Peshawar,Grocery,29260,2022-02-19 04:00:00
1182,1533,Customer_1182,23,Female,Islamabad,Electronics,5466,2022-02-19 05:00:00
1183,2428,Customer_1183,41,Female,Peshawar,Grocery,16558,2022-02-19 06:00:00
1184,1837,Customer_1184,37,Female,Quetta,Furniture,41982,2022-02-19 07:00:00
1185,2536,Customer_1185,54,Female,Peshawar,Grocery,3498,2022-02-19 08:00:00
1186,1644,Customer_1186,37,Female,Lahore,Electronics,61765,2022-02-19 09:00:00
1187,1232,Customer_1187,29,Female,Karachi,Furniture,66945,2022-02-19 10:00:00
1188,1523,Customer_1188,50,Male,Quetta,Grocery,35148,2022-02-19 11:00:00
1189,1345,Customer_1189,45,Male,Islamabad,Electronics,61123,2022-02-19 12:00:00
1190,2069,Customer_1190,25,Male,Karachi,Electronics,78533,2022-02-19 13:00:00
1191,1545,Customer_1191,18,Male,Karachi,Clothing,8027,2022-02-19 14:00:00
1192,2968,Customer_1192,54,Male,Lahore,Grocery,3572,2022-02-19 15:00:00
1193,2101,Customer_1193,39,Female,Lahore,Furniture,12518,2022-02-19 16:00:00
1194,2753,Customer_1194,23,Male,Lahore,Clothing,30152,2022-02-19 17:00:00
1195,2836,Customer_1195,38,Male,Quetta,Grocery,4976,2022-02-19 18:00:00
1196,2946,Customer_1196,49,Male,Peshawar,Grocery,27982,2022-02-19 19:00:00
1197,2096,Customer_1197,52,Female,Karachi,Furniture,63013,2022-02-19 20:00:00
1198,1793,Customer_1198,32,Female,Peshawar,Clothing,16719,2022-02-19 21:00:00
1199,1248,Customer_1199,22,Female,Peshawar,Clothing,30948,2022-02-19 22:00:00
1200,1046,Customer_1200,63,Male,Lahore,Furniture,25620,2022-02-19 23:00:00
1201,2144,Customer_1201,23,Male,Peshawar,Clothing,7355,2022-02-20 00:00:00
1202,1213,Customer_1202,42,Male,Karachi,Electronics,57053,2022-02-20 01:00:00
1203,1238,Customer_1203,63,Male,Karachi,Furniture,69133,2022-02-20 02:00:00
1204,2079,Customer_1204,57,Male,Islamabad,Grocery,45085,2022-02-20 03:00:00
1205,1349,Customer_1205,46,Female,Quetta,Furniture,1584,2022-02-20 04:00:00
1206,1106,Customer_1206,24,Male,Peshawar,Electronics,22444,2022-02-20 05:00:00
1207,1830,Customer_1207,57,Female,Quetta,Furniture,34421,2022-02-20 06:00:00
1208,1047,Customer_1208,30,Male,Quetta,Grocery,61782,2022-02-20 07:00:00
1209,2596,Customer_1209,55,Female,Quetta,Grocery,51897,2022-02-20 08:00:00
1210,1336,Customer_1210,35,Female,Quetta,Furniture,18570,2022-02-20 09:00:00
1211,2049,Customer_1211,19,Female,Karachi,Furniture,55487,2022-02-20 10:00:00
1212,1803,Customer_1212,25,Female,Peshawar,Electronics,57190,2022-02-20 11:00:00
1213,2280,Customer_1213,28,Male,Islamabad,Electronics,61634,2022-02-20 12:00:00
1214,1007,Customer_1214,50,Male,Quetta,Grocery,59939,2022-02-20 13:00:00
1215,1624,Customer_1215,55,Male,Islamabad,Clothing,31989,2022-02-20 14:00:00
1216,2890,Customer_1216,44,Female,Karachi,Clothing,23678,2022-02-20 15:00:00
1217,2276,Customer_1217,37,Male,Karachi,Clothing,79519,2022-02-20 16:00:00
1218,2715,Customer_1218,29,Male,Lahore,Clothing,58456,2022-02-20 17:00:00
1219,1718,Customer_1219,60,Male,Quetta,Grocery,48302,2022-02-20 18:00:00
1220,1302,Customer_1220,48,Male,Lahore,Clothing,63278,2022-02-20 19:00:00
1221,1638,Customer_1221,44,Female,Islamabad,Clothing,58219,2022-02-20 20:00:00
1222,1055,Customer_1222,49,Female,Peshawar,Furniture,34073,2022-02-20 21:00:00
1223,1725,Customer_1223,27,Male,Lahore,Clothing,34188,2022-02-20 22:00:00
1224,1525,Customer_1224,20,Male,Karachi,Furniture,46975,2022-02-20 23:00:00
1225,1473,Customer_1225,62,Male,Quetta,Grocery,51197,2022-02-21 00:00:00
1226,1027,Customer_1226,44,Female,Islamabad,Furniture,34478,2022-02-21 01:00:00
1227,1077,Customer_1227,52,Female,Karachi,Electronics,30177,2022-02-21 02:00:00
1228,2239,Customer_1228,48,Female,Peshawar,Furniture,10772,2022-02-21 03:00:00
1229,2409,Customer_1229,32,Male,Quetta,Clothing,6712,2022-02-21 04:00:00
1230,1364,Customer_1230,33,Female,Peshawar,Furniture,21571,2022-02-21 05:00:00
1231,1665,Customer_1231,30,Female,Peshawar,Furniture,75736,2022-02-21 06:00:00
1232,1525,Customer_1232,52,Female,Quetta,Grocery,17797,2022-02-21 07:00:00
1233,1698,Customer_1233,28,Female,Quetta,Grocery,52432,2022-02-21 08:00:00
1234,2335,Customer_1234,38,Female,Peshawar,Clothing,57384,2022-02-21 09:00:00
1235,1882,Customer_1235,28,Male,Islamabad,Electronics,29125,2022-02-21 10:00:00
1236,2030,Customer_1236,47,Male,Quetta,Electronics,29331,2022-02-21 11:00:00
1237,2026,Customer_1237,52,Male,Karachi,Furniture,56978,2022-02-21 12:00:00
1238,2646,Customer_1238,39,Male,Lahore,Electronics,63409,2022-02-21 13:00:00
1239,1918,Customer_1239,55,Female,Islamabad,Grocery,29867,2022-02-21 14:00:00
1240,1749,Customer_1240,48,Male,Quetta,Clothing,46313,2022-02-21 15:00:00
1241,1362,Customer_1241,31,Male,Quetta,Clothing,20621,2022-02-21 16:00:00
1242,2774,Customer_1242,41,Male,Islamabad,Grocery,36047,2022-02-21 17:00:00
1243,2531,Customer_1243,49,Female,Lahore,Clothing,64142,2022-02-21 18:00:00
1244,2297,Customer_1244,53,Male,Peshawar,Furniture,25414,2022-02-21 19:00:00
1245,2529,Customer_1245,49,Female,Karachi,Clothing,17678,2022-02-21 20:00:00
1246,1805,Customer_1246,32,Female,Quetta,Electronics,67758,2022-02-21 21:00:00
1247,1738,Customer_1247,60,Female,Lahore,Clothing,79921,2022-02-21 22:00:00
1248,2906,Customer_1248,52,Male,Karachi,Clothing,61063,2022-02-21 23:00:00
1249,2038,Customer_1249,20,Female,Islamabad,Grocery,50550,2022-02-22 00:00:00
1250,2215,Customer_1250,33,Male,Quetta,Grocery,63107,2022-02-22 01:00:00
1251,2654,Customer_1251,22,Male,Peshawar,Electronics,66138,2022-02-22 02:00:00
1252,1484,Customer_1252,38,Male,Islamabad,Grocery,13762,2022-02-22 03:00:00
1253,1027,Customer_1253,27,Female,Quetta,Electronics,7953,2022-02-22 04:00:00
1254,1713,Customer_1254,36,Female,Lahore,Furniture,45674,2022-02-22 05:00:00
1255,2062,Customer_1255,42,Male,Karachi,Electronics,78260,2022-02-22 06:00:00
1256,2976,Customer_1256,21,Female,Karachi,Clothing,6672,2022-02-22 07:00:00
1257,2296,Customer_1257,46,Female,Quetta,Electronics,77288,2022-02-22 08:00:00
1258,2254,Customer_1258,36,Female,Islamabad,Furniture,18418,2022-02-22 09:00:00
1259,1085,Customer_1259,60,Male,Peshawar,Clothing,7697,2022-02-22 10:00:00
1260,2497,Customer_1260,19,Female,Lahore,Electronics,14177,2022-02-22 11:00:00
1261,1125,Customer_1261,27,Female,Quetta,Grocery,11539,2022-02-22 12:00:00
1262,1811,Customer_1262,60,Male,Lahore,Grocery,28285,2022-02-22 13:00:00
1263,1536,Customer_1263,42,Female,Karachi,Grocery,5070,2022-02-22 14:00:00
1264,1144,Customer_1264,37,Male,Peshawar,Electronics,72742,2022-02-22 15:00:00
1265,2548,Customer_1265,36,Female,Lahore,Electronics,12155,2022-02-22 16:00:00
1266,2235,Customer_1266,40,Female,Quetta,Furniture,48407,2022-02-22 17:00:00
1267,1024,Customer_1267,41,Female,Peshawar,Clothing,9949,2022-02-22 18:00:00
1268,2603,Customer_1268,28,Female,Islamabad,Clothing,25130,2022-02-22 19:00:00
1269,2417,Customer_1269,63,Female,Quetta,Clothing,75158,2022-02-22 20:00:00
1270,1066,Customer_1270,51,Female,Lahore,Clothing,46871,2022-02-22 21:00:00
1271,1232,Customer_1271,45,Male,Peshawar,Electronics,11491,2022-02-22 22:00:00
1272,1108,Customer_1272,22,Female,Quetta,Electronics,25387,2022-02-22 23:00:00
1273,2169,Customer_1273,22,Female,Peshawar,Furniture,14359,2022-02-23 00:00:00
1274,1110,Customer_1274,38,Female,Peshawar,Clothing,24140,2022-02-23 01:00:00
1275,1227,Customer_1275,29,Male,Peshawar,Electronics,48839,2022-02-23 02:00:00
1276,1110,Customer_1276,21,Male,Lahore,Electronics,53735,2022-02-23 03:00:00
1277,2493,Customer_1277,59,Male,Quetta,Electronics,3012,2022-02-23 04:00:00
1278,1033,Customer_1278,37,Female,Karachi,Electronics,22412,2022-02-23 05:00:00
1279,1622,Customer_1279,55,Female,Karachi,Clothing,36015,2022-02-23 06:00:00
1280,2799,Customer_1280,42,Male,Lahore,Clothing,15916,2022-02-23 07:00:00
1281,2959,Customer_1281,31,Male,Lahore,Electronics,73316,2022-02-23 08:00:00
1282,2392,Customer_1282,28,Male,Peshawar,Grocery,77010,2022-02-23 09:00:00
1283,1747,Customer_1283,49,Female,Quetta,Furniture,44246,2022-02-23 10:00:00
1284,1594,Customer_1284,28,Male,Quetta,Clothing,44275,2022-02-23 11:00:00
1285,2577,Customer_1285,35,Female,Islamabad,Clothing,12727,2022-02-23 12:00:00
1286,1424,Customer_1286,44,Female,Islamabad,Grocery,13531,2022-02-23 13:00:00
1287,1612,Customer_1287,35,Female,Karachi,Clothing,33500,2022-02-23 14:00:00
1288,2541,Customer_1288,40,Male,Islamabad,Grocery,51753,2022-02-23 15:00:00
1289,1691,Customer_1289,28,Female,Islamabad,Grocery,68064,2022-02-23 16:00:00
1290,2305,Customer_1290,38,Male,Karachi,Electronics,18813,2022-02-23 17:00:00
1291,2343,Customer_1291,61,Male,Karachi,Clothing,75686,2022-02-23 18:00:00
1292,2761,Customer_1292,22,Male,Islamabad,Furniture,58251,2022-02-23 19:00:00
1293,2466,Customer_1293,40,Male,Quetta,Grocery,52992,2022-02-23 20:00:00
1294,2975,Customer_1294,58,Female,Islamabad,Furniture,30864,2022-02-23 21:00:00
1295,1314,Customer_1295,42,Female,Peshawar,Electronics,18861,2022-02-23 22:00:00
1296,1876,Customer_1296,58,Female,Peshawar,Clothing,68449,2022-02-23 23:00:00
1297,2989,Customer_1297,27,Female,Peshawar,Electronics,31570,2022-02-24 00:00:00
1298,2764,Customer_1298,39,Male,Lahore,Electronics,22909,2022-02-24 01:00:00
1299,2400,Customer_1299,36,Male,Peshawar,Furniture,30354,2022-02-24 02:00:00
1300,2312,Customer_1300,18,Male,Quetta,Furniture,30155,2022-02-24 03:00:00
1301,2460,Customer_1301,24,Male,Lahore,Grocery,10452,2022-02-24 04:00:00
1302,1661,Customer_1302,21,Female,Lahore,Clothing,36865,2022-02-24 05:00:00
1303,1276,Customer_1303,18,Male,Peshawar,Electronics,66656,2022-02-24 06:00:00
1304,2733,Customer_1304,32,Female,Islamabad,Grocery,57224,2022-02-24 07:00:00
1305,2605,Customer_1305,57,Male,Karachi,Grocery,15955,2022-02-24 08:00:00
1306,2526,Customer_1306,29,Male,Islamabad,Electronics,48173,2022-02-24 09:00:00
1307,1623,Customer_1307,39,Male,Islamabad,Electronics,1474,2022-02-24 10:00:00
1308,1515,Customer_1308,39,Male,Lahore,Grocery,13179,2022-02-24 11:00:00
1309,2373,Customer_1309,64,Female,Lahore,Electronics,62291,2022-02-24 12:00:00
1310,1842,Customer_1310,34,Female,Lahore,Electronics,27929,2022-02-24 13:00:00
1311,2469,Customer_1311,46,Female,Quetta,Furniture,18573,2022-02-24 14:00:00
1312,2853,Customer_1312,63,Female,Quetta,Clothing,70707,2022-02-24 15:00:00
1313,1349,Customer_1313,31,Male,Karachi,Grocery,30865,2022-02-24 16:00:00
1314,2630,Customer_1314,37,Male,Lahore,Electronics,56428,2022-02-24 17:00:00
1315,2687,Customer_1315,50,Female,Peshawar,Grocery,74953,2022-02-24 18:00:00
1316,1822,Customer_1316,60,Female,Lahore,Clothing,8284,2022-02-24 19:00:00
1317,2160,Customer_1317,32,Male,Quetta,Grocery,12791,2022-02-24 20:00:00
1318,1758,Customer_1318,29,Male,Lahore,Grocery,26654,2022-02-24 21:00:00
1319,1898,Customer_1319,57,Female,Quetta,Grocery,26150,2022-02-24 22:00:00
1320,1242,Customer_1320,37,Female,Lahore,Furniture,69241,2022-02-24 23:00:00
1321,1542,Customer_1321,47,Female,Peshawar,Clothing,36701,2022-02-25 00:00:00
1322,2063,Customer_1322,55,Male,Karachi,Clothing,39979,2022-02-25 01:00:00
1323,1228,Customer_1323,20,Female,Peshawar,Grocery,73420,2022-02-25 02:00:00
1324,1547,Customer_1324,45,Female,Quetta,Grocery,50743,2022-02-25 03:00:00
1325,1919,Customer_1325,43,Female,Islamabad,Clothing,69095,2022-02-25 04:00:00
1326,2246,Customer_1326,47,Female,Peshawar,Electronics,32234,2022-02-25 05:00:00
1327,1005,Customer_1327,30,Female,Lahore,Furniture,43068,2022-02-25 06:00:00
1328,2345,Customer_1328,30,Male,Karachi,Clothing,26293,2022-02-25 07:00:00
1329,1467,Customer_1329,19,Female,Lahore,Grocery,52704,2022-02-25 08:00:00
1330,2755,Customer_1330,54,Male,Lahore,Electronics,47246,2022-02-25 09:00:00
1331,1074,Customer_1331,55,Female,Peshawar,Electronics,32489,2022-02-25 10:00:00
1332,1003,Customer_1332,19,Female,Karachi,Electronics,49965,2022-02-25 11:00:00
1333,2870,Customer_1333,53,Female,Islamabad,Furniture,61883,2022-02-25 12:00:00
1334,1645,Customer_1334,43,Male,Lahore,Furniture,17267,2022-02-25 13:00:00
1335,1117,Customer_1335,28,Male,Karachi,Clothing,39152,2022-02-25 14:00:00
1336,1880,Customer_1336,25,Male,Islamabad,Clothing,13883,2022-02-25 15:00:00
1337,2629,Customer_1337,61,Female,Lahore,Clothing,71284,2022-02-25 16:00:00
1338,1503,Customer_1338,57,Female,Karachi,Clothing,60589,2022-02-25 17:00:00
1339,1946,Customer_1339,60,Male,Peshawar,Grocery,26940,2022-02-25 18:00:00
1340,1573,Customer_1340,39,Male,Lahore,Furniture,52943,2022-02-25 19:00:00
1341,2464,Customer_1341,37,Female,Lahore,Electronics,56825,2022-02-25 20:00:00
1342,1193,Customer_1342,25,Male,Karachi,Grocery,56419,2022-02-25 21:00:00
1343,1846,Customer_1343,46,Female,Lahore,Clothing,17111,2022-02-25 22:00:00
1344,1714,Customer_1344,57,Male,Islamabad,Clothing,63983,2022-02-25 23:00:00
1345,2415,Customer_1345,43,Male,Lahore,Grocery,22957,2022-02-26 00:00:00
1346,2049,Customer_1346,47,Male,Quetta,Electronics,10756,2022-02-26 01:00:00
1347,2458,Customer_1347,34,Female,Islamabad,Furniture,55356,2022-02-26 02:00:00
1348,1172,Customer_1348,37,Female,Karachi,Furniture,41033,2022-02-26 03:00:00
1349,2323,Customer_1349,33,Male,Islamabad,Electronics,28781,2022-02-26 04:00:00
1350,2668,Customer_1350,63,Female,Quetta,Furniture,67775,2022-02-26 05:00:00
1351,1325,Customer_1351,60,Female,Quetta,Clothing,2025,2022-02-26 06:00:00
1352,2433,Customer_1352,24,Female,Lahore,Clothing,16953,2022-02-26 07:00:00
1353,2141,Customer_1353,33,Female,Lahore,Clothing,6751,2022-02-26 08:00:00
1354,1835,Customer_1354,62,Male,Peshawar,Clothing,20007,2022-02-26 09:00:00
1355,2810,Customer_1355,64,Female,Islamabad,Electronics,79896,2022-02-26 10:00:00
1356,1723,Customer_1356,44,Female,Peshawar,Furniture,28406,2022-02-26 11:00:00
1357,1224,Customer_1357,40,Male,Quetta,Furniture,73685,2022-02-26 12:00:00
1358,1531,Customer_1358,41,Female,Lahore,Grocery,13693,2022-02-26 13:00:00
1359,1112,Customer_1359,26,Female,Lahore,Electronics,64542,2022-02-26 14:00:00
1360,1139,Customer_1360,52,Female,Lahore,Furniture,60016,2022-02-26 15:00:00
1361,1558,Customer_1361,37,Male,Karachi,Furniture,31192,2022-02-26 16:00:00
1362,1000,Customer_1362,54,Male,Quetta,Grocery,70990,2022-02-26 17:00:00
1363,1089,Customer_1363,59,Female,Lahore,Clothing,34012,2022-02-26 18:00:00
1364,1653,Customer_1364,34,Female,Quetta,Furniture,11219,2022-02-26 19:00:00
1365,1319,Customer_1365,64,Male,Lahore,Clothing,55927,2022-02-26 20:00:00
1366,2573,Customer_1366,48,Male,Islamabad,Grocery,28149,2022-02-26 21:00:00
1367,2828,Customer_1367,25,Male,Quetta,Furniture,12902,2022-02-26 22:00:00
1368,2917,Customer_1368,32,Female,Peshawar,Clothing,9716,2022-02-26 23:00:00
1369,1138,Customer_1369,48,Female,Karachi,Electronics,31550,2022-02-27 00:00:00
1370,2534,Customer_1370,47,Male,Peshawar,Clothing,50593,2022-02-27 01:00:00
1371,2891,Customer_1371,63,Female,Quetta,Clothing,5550,2022-02-27 02:00:00
1372,1844,Customer_1372,37,Female,Lahore,Clothing,47216,2022-02-27 03:00:00
1373,1258,Customer_1373,56,Female,Quetta,Clothing,2938,2022-02-27 04:00:00
1374,2696,Customer_1374,29,Female,Karachi,Electronics,47931,2022-02-27 05:00:00
1375,1901,Customer_1375,34,Female,Quetta,Grocery,17260,2022-02-27 06:00:00
1376,1689,Customer_1376,59,Female,Lahore,Clothing,78114,2022-02-27 07:00:00
1377,1009,Customer_1377,47,Female,Peshawar,Clothing,16973,2022-02-27 08:00:00
1378,1260,Customer_1378,46,Male,Islamabad,Furniture,44315,2022-02-27 09:00:00
1379,2942,Customer_1379,36,Male,Peshawar,Furniture,62960,2022-02-27 10:00:00
1380,2673,Customer_1380,63,Male,Lahore,Electronics,9757,2022-02-27 11:00:00
1381,1171,Customer_1381,28,Male,Lahore,Electronics,26134,2022-02-27 12:00:00
1382,1897,Customer_1382,51,Male,Karachi,Electronics,60903,2022-02-27 13:00:00
1383,1012,Customer_1383,24,Male,Quetta,Furniture,47073,2022-02-27 14:00:00
1384,2191,Customer_1384,61,Male,Quetta,Clothing,29148,2022-02-27 15:00:00
1385,2665,Customer_1385,51,Male,Peshawar,Furniture,49480,2022-02-27 16:00:00
1386,2619,Customer_1386,37,Male,Islamabad,Grocery,10796,2022-02-27 17:00:00
1387,1320,Customer_1387,55,Female,Islamabad,Electronics,60697,2022-02-27 18:00:00
1388,2342,Customer_1388,41,Female,Karachi,Electronics,22459,2022-02-27 19:00:00
1389,2636,Customer_1389,27,Male,Lahore,Electronics,15070,2022-02-27 20:00:00
1390,1328,Customer_1390,49,Female,Karachi,Grocery,35923,2022-02-27 21:00:00
1391,1784,Customer_1391,32,Female,Quetta,Clothing,18399,2022-02-27 22:00:00
1392,1776,Customer_1392,54,Male,Lahore,Clothing,36285,2022-02-27 23:00:00
1393,2994,Customer_1393,37,Male,Karachi,Clothing,63306,2022-02-28 00:00:00
1394,1910,Customer_1394,20,Male,Peshawar,Electronics,57463,2022-02-28 01:00:00
1395,2943,Customer_1395,54,Female,Quetta,Clothing,78375,2022-02-28 02:00:00
1396,2573,Customer_1396,57,Female,Islamabad,Furniture,34841,2022-02-28 03:00:00
1397,2442,Customer_1397,25,Male,Karachi,Electronics,6097,2022-02-28 04:00:00
1398,2629,Customer_1398,57,Female,Quetta,Grocery,10744,2022-02-28 05:00:00
1399,2118,Customer_1399,61,Female,Quetta,Grocery,4296,2022-02-28 06:00:00
1400,2840,Customer_1400,40,Female,Islamabad,Clothing,76089,2022-02-28 07:00:00
1401,2604,Customer_1401,57,Male,Islamabad,Electronics,29028,2022-02-28 08:00:00
1402,1317,Customer_1402,28,Female,Islamabad,Furniture,19148,2022-02-28 09:00:00
1403,2979,Customer_1403,63,Female,Karachi,Furniture,1035,2022-02-28 10:00:00
1404,1235,Customer_1404,25,Female,Islamabad,Electronics,48969,2022-02-28 11:00:00
1405,2969,Customer_1405,46,Female,Peshawar,Clothing,65412,2022-02-28 12:00:00
1406,1333,Customer_1406,47,Female,Quetta,Grocery,44993,2022-02-28 13:00:00
1407,2908,Customer_1407,27,Female,Islamabad,Grocery,72917,2022-02-28 14:00:00
1408,1375,Customer_1408,56,Female,Quetta,Furniture,46285,2022-02-28 15:00:00
1409,2482,Customer_1409,45,Male,Lahore,Furniture,67061,2022-02-28 16:00:00
1410,2160,Customer_1410,53,Male,Lahore,Furniture,31369,2022-02-28 17:00:00
1411,2953,Customer_1411,30,Female,Islamabad,Grocery,65594,2022-02-28 18:00:00
1412,1587,Customer_1412,49,Male,Quetta,Furniture,30692,2022-02-28 19:00:00
1413,2570,Customer_1413,53,Female,Lahore,Grocery,69657,2022-02-28 20:00:00
1414,1512,Customer_1414,54,Female,Islamabad,Grocery,58044,2022-02-28 21:00:00
1415,2319,Customer_1415,43,Female,Quetta,Clothing,4903,2022-02-28 22:00:00
1416,2343,Customer_1416,39,Male,Islamabad,Clothing,36591,2022-02-28 23:00:00
1417,1917,Customer_1417,21,Female,Quetta,Clothing,53010,2022-03-01 00:00:00
1418,2595,Customer_1418,48,Female,Lahore,Furniture,5517,2022-03-01 01:00:00
1419,2855,Customer_1419,35,Male,Islamabad,Grocery,39703,2022-03-01 02:00:00
1420,2372,Customer_1420,55,Male,Lahore,Furniture,56973,2022-03-01 03:00:00
1421,2863,Customer_1421,41,Female,Islamabad,Grocery,52623,2022-03-01 04:00:00
1422,2802,Customer_1422,40,Male,Karachi,Clothing,48760,2022-03-01 05:00:00
1423,1872,Customer_1423,39,Male,Lahore,Clothing,46438,2022-03-01 06:00:00
1424,2252,Customer_1424,19,Female,Lahore,Furniture,58429,2022-03-01 07:00:00
1425,1269,Customer_1425,48,Female,Peshawar,Grocery,37872,2022-03-01 08:00:00
1426,2851,Customer_1426,28,Female,Lahore,Furniture,53752,2022-03-01 09:00:00
1427,1797,Customer_1427,45,Male,Quetta,Electronics,15128,2022-03-01 10:00:00
1428,2314,Customer_1428,63,Male,Islamabad,Furniture,13001,2022-03-01 11:00:00
1429,1724,Customer_1429,49,Male,Karachi,Clothing,30631,2022-03-01 12:00:00
1430,2188,Customer_1430,22,Female,Quetta,Grocery,68848,2022-03-01 13:00:00
1431,1004,Customer_1431,55,Male,Quetta,Grocery,9902,2022-03-01 14:00:00
1432,1850,Customer_1432,27,Male,Quetta,Furniture,56456,2022-03-01 15:00:00
1433,2402,Customer_1433,57,Female,Quetta,Clothing,52420,2022-03-01 16:00:00
1434,1077,Customer_1434,63,Female,Karachi,Electronics,26500,2022-03-01 17:00:00
1435,2433,Customer_1435,41,Female,Peshawar,Furniture,67962,2022-03-01 18:00:00
1436,1573,Customer_1436,52,Male,Lahore,Grocery,66892,2022-03-01 19:00:00
1437,1131,Customer_1437,61,Female,Quetta,Clothing,6488,2022-03-01 20:00:00
1438,1600,Customer_1438,40,Male,Lahore,Grocery,74779,2022-03-01 21:00:00
1439,2772,Customer_1439,34,Male,Lahore,Grocery,57499,2022-03-01 22:00:00
1440,2065,Customer_1440,18,Female,Quetta,Grocery,70174,2022-03-01 23:00:00
1441,1088,Customer_1441,48,Female,Peshawar,Grocery,53926,2022-03-02 00:00:00
1442,1401,Customer_1442,48,Female,Lahore,Electronics,59324,2022-03-02 01:00:00
1443,1295,Customer_1443,59,Female,Islamabad,Clothing,74899,2022-03-02 02:00:00
1444,2863,Customer_1444,59,Female,Lahore,Furniture,61159,2022-03-02 03:00:00
1445,2318,Customer_1445,51,Male,Quetta,Clothing,38290,2022-03-02 04:00:00
1446,1615,Customer_1446,26,Male,Karachi,Clothing,22618,2022-03-02 05:00:00
1447,2549,Customer_1447,39,Male,Lahore,Clothing,52525,2022-03-02 06:00:00
1448,1799,Customer_1448,30,Female,Peshawar,Furniture,60438,2022-03-02 07:00:00
1449,2714,Customer_1449,42,Male,Islamabad,Clothing,5649,2022-03-02 08:00:00
1450,2660,Customer_1450,35,Female,Islamabad,Furniture,38579,2022-03-02 09:00:00
1451,1421,Customer_1451,29,Female,Karachi,Furniture,2984,2022-03-02 10:00:00
1452,2888,Customer_1452,57,Male,Karachi,Electronics,55974,2022-03-02 11:00:00
1453,2046,Customer_1453,34,Male,Lahore,Grocery,49101,2022-03-02 12:00:00
1454,1574,Customer_1454,32,Female,Quetta,Furniture,44309,2022-03-02 13:00:00
